Year,Rnd,DT,OvPck,FrRnd,RdPck,Tm,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G.1,W,L,ERA,WHIP,SV,Type,Drafted Out of,Team Made Playoffs
2010,1,,2,FrRnd,2,Pirates,Y,"$6,500,000 ",Jameson Taillon(minors),RHP,11.3,78.0,136.0,0.0,0.11,0.241,127.0,46.0,32.0,3.79,1.23,0.0,HS,"The Woodlands HS (The Woodlands, TX)",0
2010,1,,3,FrRnd,3,Orioles,Y,"$5,250,000 ",Manny Machado(minors),SS,49.1,1367.0,5367.0,263.0,0.282,0.831,,,,,,,HS,"Brito Miami Private School (Miami, FL)",0
2010,1,,4,FrRnd,4,Royals,Y,"$2,750,000 ",Christian Colon(minors),SS,1.1,161.0,378.0,1.0,0.249,0.622,,,,,,,4Yr,"California State University, Fullerton (Fullerton, CA)",0
2010,1,,5,FrRnd,5,Indians,Y,"$2,650,000 ",Drew Pomeranz(minors),LHP,12.4,131.0,89.0,2.0,0.135,0.369,289.0,48.0,58.0,3.91,1.35,9.0,4Yr,"University of Mississippi (Oxford, MS)",0
2010,1,,6,FrRnd,6,Diamondbacks,N,,Barret Loux(minors),RHP,,,,,,,,,,,,,4Yr,"Texas A&M University (College Station, TX)",0
2010,1,,7,FrRnd,7,Mets,Y,"$2,525,000 ",Matt Harvey(minors),RHP,9.4,132.0,255.0,1.0,0.106,0.265,180.0,50.0,66.0,4.42,1.29,0.0,4Yr,"University of North Carolina at Chapel Hill (Chapel Hill, NC)",0
2010,1,,8,FrRnd,8,Astros,Y,"$2,150,000 ",Delino DeShields(minors),CF,5.1,601.0,1828.0,19.0,0.246,0.669,,,,,,,HS,"Woodward Academy (College Park, GA)",0
2010,1,,9,FrRnd,9,Padres,N,,Karsten Whitson(minors),RHP,,,,,,,,,,,,,HS,"Chipley HS (Chipley, FL)",0
2010,1,,10,FrRnd,10,Athletics,Y,"$2,000,000 ",Michael Choice(minors),CF,-2.0,96.0,272.0,9.0,0.188,0.573,,,,,,,4Yr,"University of Texas at Arlington (Arlington, TX)",0
2010,1,,11,FrRnd,11,Blue Jays,Y,"$2,000,000 ",Deck McGuire(minors),RHP,-0.2,9.0,6.0,0.0,0.167,0.333,27.0,1.0,3.0,5.23,1.47,0.0,4Yr,"Georgia Institute of Technology (Atlanta, GA)",0
2010,1,,12,FrRnd,12,Reds,Y,"$2,000,000 ",Yasmani Grandal(minors),C,20.6,1068.0,3406.0,174.0,0.238,0.793,,,,,,,4Yr,"University of Miami (Coral Gables, FL)",1
2010,1,,13,FrRnd,13,White Sox,Y,"$1,656,000 ",Chris Sale(minors),LHP,45.5,14.0,26.0,0.0,0.115,0.269,321.0,114.0,74.0,3.03,1.04,12.0,4Yr,"Florida Gulf Coast University (Fort Myers, FL)",0
2010,1,,14,FrRnd,14,Brewers,N,,Dylan Covey(minors),RHP,-3.0,4.0,4.0,0.0,0.0,0.0,71.0,6.0,29.0,6.57,1.59,0.0,HS,"Maranatha HS (Pasadena, CA)",0
2010,1s,,15,FrRnd,15,Rangers,Y,"$1,557,000 ",*Jake Skole(minors),CF,,,,,,,,,,,,,HS,"Blessed Trinity Catholic HS (Roswell, GA)",1
2010,1,,16,FrRnd,16,Cubs,Y,"$1,060,000 ",Hayden Simpson(minors),RHP,,,,,,,,,,,,,4Yr,"Southern Arkansas University (Magnolia, AR)",0
2010,1,,17,FrRnd,17,Rays,Y,"$1,620,000 ",Josh Sale(minors),RF,,,,,,,,,,,,,HS,"Bishop Blanchet HS (Seattle, WA)",1
2010,1,,18,FrRnd,18,Angels via Mariners,Y,"$2,300,000 ",*Kaleb Cowart(minors),RHP,-1.4,171.0,370.0,6.0,0.176,0.53,,,,,,,HS,"Cook HS (Adel, GA)",0
2010,1,,19,FrRnd,19,Astros via Tigers,Y,"$1,305,000 ",*Mike Foltynewicz(minors),RHP,4.3,117.0,201.0,0.0,0.07,0.159,166.0,46.0,54.0,4.52,1.32,0.0,HS,"Minooka HS (Minooka, IL)",0
2010,1,,20,FrRnd,20,Red Sox via Braves,Y,"$1,359,000 ",*Kolbrin Vitek(minors),2B,,,,,,,,,,,,,4Yr,"Ball State University (Muncie, IN)",0
2010,1,,21,FrRnd,21,Twins,Y,"$1,332,000 ",Alex Wimmers(minors),RHP,0.2,2.0,0.0,0.0,,,22.0,1.0,3.0,4.38,1.66,0.0,4Yr,"The Ohio State University (Columbus, OH)",1
2010,1,,22,FrRnd,22,Rangers,Y,"$1,000,000 ",Kellin Deglan(minors),C,,,,,,,,,,,,,HS,"R. E. Mountain Secondary (Langley, BC)",1
2010,1,,23,FrRnd,23,Marlins,Y,"$1,700,000 ",Christian Yelich(minors),1B,34.9,1176.0,4447.0,168.0,0.289,0.848,,,,,,,HS,"Westlake HS (Westlake Village, CA)",0
2010,1,,24,FrRnd,24,Giants,Y,"$1,450,000 ",Gary Brown(minors),CF,0.1,7.0,7.0,0.0,0.429,0.857,,,,,,,4Yr,"California State University, Fullerton (Fullerton, CA)",1
2010,1,,25,FrRnd,25,Cardinals,Y,"$2,000,000 ",Zack Cox(minors),3B,,,,,,,,,,,,,4Yr,"University of Arkansas (Fayetteville, AR)",0
2010,1,,26,FrRnd,26,Rockies,Y,"$1,400,000 ",Kyle Parker(minors),RF,-1.6,64.0,132.0,3.0,0.182,0.513,,,,,,,4Yr,"Clemson University (Clemson, SC)",0
2010,1,,27,FrRnd,27,Phillies,Y,"$1,160,000 ",Jesse Biddle(minors),LHP,-0.6,77.0,2.0,0.0,0.5,1.5,99.0,6.0,2.0,5.07,1.6,1.0,HS,"Germantown Friends HS (Philadelphia, PA)",1
2010,1,,28,FrRnd,28,Dodgers,Y,"$5,250,000 ",Zach Lee(minors),RHP,-0.3,4.0,5.0,0.0,0.0,0.0,4.0,1.0,1.0,8.53,2.21,0.0,HS,"McKinney HS (McKinney, TX)",0
2010,1,,29,FrRnd,29,Angels via Red Sox,Y,"$1,116,000 ",*Cam Bedrosian(minors),RHP,1.7,40.0,0.0,0.0,,,311.0,17.0,13.0,3.81,1.37,9.0,HS,"East Coweta HS (Sharpsburg, GA)",0
2010,1,,30,FrRnd,30,Angels,Y,"$1,089,000 ",Chevy Clarke(minors),CF,,,,,,,,,,,,,HS,"Marietta HS (Marietta, GA)",0
2010,1s,,31,FrRnd,31,Rays,Y,"$1,025,000 ",*Justin O'Conner(minors),C,,,,,,,,,,,,,HS,"Cowan HS (Muncie, IN)",1
2010,1,,32,FrRnd,32,Yankees,Y,"$954,000 ",Cito Culver(minors),RHP,,,,,,,,,,,,,HS,"Irondequoit HS (Rochester, NY)",1
2010,1s,,33,FrRnd,33,Astros,Y,"$936,000 ",*Mike Kvasnicka(minors),C,,,,,,,,,,,,,4Yr,"University of Minnesota (Minneapolis, MN)",0
2010,1s,,34,FrRnd,34,Blue Jays,Y,"$775,000 ",*Aaron Sanchez(minors),RHP,8.2,17.0,22.0,0.0,0.0,0.044,166.0,38.0,37.0,4.14,1.38,3.0,HS,"Barstow HS (Barstow, CA)",0
2010,1s,,35,FrRnd,35,Braves,Y,"$800,000 ",*Matt Lipka(minors),SS,,,,,,,,,,,,,HS,"McKinney HS (McKinney, TX)",1
2010,1s,,36,FrRnd,36,Red Sox,Y,"$889,200 ",*Bryce Brentz(minors),LF,0.0,34.0,87.0,1.0,0.287,0.69,,,,,,,4Yr,"Middle Tennessee State University (Murfreesboro, TN)",0
2010,1s,,37,FrRnd,37,Angels,Y,"$873,000 ",*Taylor Lindsey(minors),SS,,,,,,,,,,,,,HS,"Desert Mountain HS (Scottsdale, AZ)",0
2010,1s,,38,FrRnd,38,Blue Jays,Y,"$600,000 ",*Noah Syndergaard(minors),RHP,15.7,113.0,222.0,6.0,0.153,0.472,134.0,52.0,38.0,3.37,1.16,0.0,HS,"Legacy HS (Mansfield, TX)",0
2010,1s,,39,FrRnd,39,Red Sox,Y,"$2,550,000 ",*Anthony Ranaudo(minors),RHP,-1.6,5.0,10.0,1.0,0.1,0.5,20.0,5.0,5.0,7.01,1.59,0.0,4Yr,"Louisiana State University (Baton Rouge, LA)",0
2010,1s,,40,FrRnd,40,Angels,Y,"$829,800 ",*Ryan Bolden(minors),CF,,,,,,,,,,,,,HS,"Madison Central HS (Madison, MS)",0
2010,1s,,41,FrRnd,41,Blue Jays,Y,"$815,400 ",*Asher Wojciechowski(minors),RHP,-0.3,24.0,15.0,0.0,0.067,0.133,58.0,9.0,15.0,5.93,1.46,0.0,4Yr,"The Citadel (Charleston, SC)",0
2010,1s,,42,FrRnd,42,Rays,Y,"$845,000 ",*Drew Vettleson(minors),RF,,,,,,,,,,,,,HS,"Central Kitsap HS (Silverdale, WA)",1
2010,1s,,43,FrRnd,43,Mariners,Y,"$800,000 ",*Taijuan Walker(minors),RHP,9.8,61.0,112.0,1.0,0.161,0.388,152.0,49.0,47.0,3.87,1.22,0.0,HS,"Yucaipa HS (Yucaipa, CA)",0
2010,1s,,44,FrRnd,44,Tigers,Y,"$3,450,000 ",*Nick Castellanos(minors),3B,11.6,1167.0,4424.0,176.0,0.276,0.805,,,,,,,HS,"Archbishop McCarthy HS (Southwest Ranches, FL)",0
2010,1s,,45,FrRnd,45,Rangers,Y,"$1,545,000 ",*Luke Jackson(minors),RHP,2.2,205.0,3.0,0.0,0.0,0.25,253.0,16.0,6.0,4.24,1.47,19.0,HS,"Calvary Christian HS (Fort Lauderdale, FL)",1
2010,1s,,46,FrRnd,46,Cardinals,Y,"$751,500 ",*Seth Blair(minors),RHP,,,,,,,,,,,,,4Yr,"Arizona State University (Tempe, AZ)",0
2010,1s,,47,FrRnd,47,Rockies,Y,"$982,500 ",*Pete Tago(minors),RHP,,,,,,,,,,,,,HS,"Dana Hills HS (Dana Point, CA)",0
2010,1s,,48,FrRnd,48,Tigers,Y,"$1,150,000 ",*Chance Ruffin(minors),RHP,-0.5,2.0,0.0,0.0,,,24.0,1.0,2.0,5.6,1.68,0.0,4Yr,"University of Texas at Austin (Austin, TX)",0
2010,1s,,49,FrRnd,49,Rangers,Y,"$717,300 ",*Mike Olt(minors),3B,-1.7,135.0,352.0,16.0,0.168,0.58,,,,,,,4Yr,"University of Connecticut (Storrs, CT)",1
2010,1s,,50,FrRnd,50,Cardinals,Y,"$1,300,000 ",*Tyrell Jenkins(minors),RHP,-0.4,14.0,13.0,0.0,0.0,0.0,14.0,2.0,4.0,5.88,1.69,0.0,HS,"Henderson HS (Henderson, TX)",0
2011,1,,1,FrRnd,1,Pirates,Y,"$8,000,000 ",Gerrit Cole(minors),RHP,33.3,128.0,251.0,3.0,0.163,0.393,250.0,124.0,65.0,3.19,1.11,0.0,4Yr,"University of California, Los Angeles (Los Angeles, CA)",0
2011,1,,2,FrRnd,2,Mariners,Y,"$6,350,000 ",Danny Hultzen(minors),LHP,0.2,6.0,0.0,0.0,,,6.0,0.0,0.0,0.0,1.8,0.0,4Yr,"University of Virginia (Charlottesville, VA)",0
2011,1,,3,FrRnd,3,Diamondbacks,Y,"$3,400,000 ",Trevor Bauer(minors),RHP,21.0,40.0,73.0,0.0,0.069,0.185,222.0,83.0,69.0,3.79,1.24,1.0,4Yr,"University of California, Los Angeles (Los Angeles, CA)",1
2011,1,,4,FrRnd,4,Orioles,Y,"$4,000,000 ",Dylan Bundy(minors),RHP,7.8,8.0,14.0,0.0,0.143,0.286,175.0,50.0,61.0,4.7,1.3,0.0,HS,"Owasso HS (Owasso, OK)",0
2011,1,,5,FrRnd,5,Royals,Y,"$7,500,000 ",Bubba Starling(minors),OF,-1.8,91.0,245.0,5.0,0.204,0.544,,,,,,,HS,"Gardner-Edgerton HS (Gardner, KS)",0
2011,1,,6,FrRnd,6,Nationals,Y,"$6,000,000 ",Anthony Rendon(minors),3B,33.1,1071.0,3992.0,156.0,0.285,0.848,,,,,,,4Yr,"Rice University (Houston, TX)",0
2011,1s,,7,FrRnd,7,Diamondbacks,Y,"$5,000,000 ",*Archie Bradley(minors),RHP,5.8,274.0,63.0,0.0,0.095,0.189,329.0,30.0,29.0,3.92,1.36,32.0,HS,"Broken Arrow HS (Broken Arrow, OK)",1
2011,1,,8,FrRnd,8,Indians,Y,"$2,900,000 ",Francisco Lindor(minors),SS,33.2,983.0,3904.0,171.0,0.275,0.814,,,,,,,HS,"Montverde Academy (Montverde, FL)",0
2011,1,,9,FrRnd,9,Cubs,Y,"$2,625,000 ",Javier Baez(minors),SS,23.7,930.0,3301.0,156.0,0.26,0.769,,,,,,,HS,"Arlington Country Day School (Jacksonville, FL)",0
2011,1s,,10,FrRnd,10,Padres,Y,"$1,863,000 ",*Cory Spangenberg(minors),2B,4.7,419.0,1250.0,29.0,0.256,0.704,2.0,0.0,0.0,13.5,3.5,0.0,JC,"Indian River State College (Fort Pierce, FL)",0
2011,1,,11,FrRnd,11,Astros,Y,"$2,525,000 ",George Springer(minors),OF,32.3,947.0,3660.0,211.0,0.268,0.853,,,,,,,4Yr,"University of Connecticut (Storrs, CT)",0
2011,1,,12,FrRnd,12,Brewers,Y,"$2,525,000 ",Taylor Jungmann(minors),RHP,1.2,30.0,45.0,0.0,0.244,0.55,30.0,9.0,13.0,4.54,1.38,0.0,4Yr,"University of Texas at Austin (Austin, TX)",1
2011,1,,13,FrRnd,13,Mets,Y,"$2,100,000 ",Brandon Nimmo(minors),OF,14.7,531.0,1674.0,54.0,0.268,0.831,,,,,,,HS,"East HS (Cheyenne, WY)",0
2011,1,,14,FrRnd,14,Marlins,Y,"$2,000,000 ",Jose Fernandez(minors),RHP,14.2,71.0,136.0,2.0,0.213,0.519,76.0,38.0,17.0,2.58,1.05,0.0,HS,"Braulio Alonso HS (Tampa, FL)",0
2011,1s,,15,FrRnd,15,Brewers,Y,"$2,000,000 ",*Jed Bradley(minors),LHP,0.0,6.0,0.0,0.0,,,6.0,1.0,1.0,5.14,1.86,0.0,4Yr,"Georgia Institute of Technology (Atlanta, GA)",1
2011,1,,16,FrRnd,16,Dodgers,Y,"$1,589,000 ",Chris Reed(minors),LHP,0.0,2.0,0.0,0.0,,,2.0,0.0,0.0,4.5,1.75,0.0,4Yr,"Stanford University (Palo Alto, CA)",0
2011,1,,17,FrRnd,17,Angels,Y,"$1,467,000 ",C.J. Cron(minors),1B,13.4,910.0,3156.0,166.0,0.265,0.808,,,,,,,4Yr,"University of Utah (Salt Lake City, UT)",0
2011,1,,18,FrRnd,18,Athletics,Y,"$1,540,000 ",Sonny Gray(minors),RHP,24.0,63.0,99.0,0.0,0.141,0.328,234.0,86.0,73.0,3.56,1.21,0.0,4Yr,"Vanderbilt University (Nashville, TN)",0
2011,1,,19,FrRnd,19,Red Sox via Tigers,Y,"$1,500,000 ",*Matt Barnes(minors),RHP,3.2,25.0,1.0,0.0,0.0,0.0,405.0,32.0,29.0,4.2,1.35,41.0,4Yr,"University of Connecticut (Storrs, CT)",0
2011,1,,20,FrRnd,20,Rockies,Y,"$1,400,000 ",Tyler Anderson(minors),LHP,9.3,92.0,157.0,2.0,0.096,0.284,132.0,38.0,39.0,4.44,1.28,0.0,4Yr,"University of Oregon (Eugene, OR)",0
2011,1,,21,FrRnd,21,Blue Jays,N,,Tyler Beede(minors),RHP,0.2,28.0,40.0,0.0,0.1,0.263,46.0,5.0,12.0,5.07,1.53,0.0,HS,"Lawrence Academy (Groton, MA)",0
2011,1,,22,FrRnd,22,Cardinals,Y,"$1,300,000 ",Kolten Wong(minors),2B,20.7,1029.0,3349.0,73.0,0.261,0.727,,,,,,,4Yr,"University of Hawaii at Manoa (Honolulu, HI)",1
2011,1,,23,FrRnd,23,Nationals via White Sox,Y,"$2,000,000 ",*Alex Meyer(minors),RHP,0.7,3.0,2.0,0.0,0.5,1.0,22.0,5.0,8.0,4.63,1.46,0.0,4Yr,"University of Kentucky (Lexington, KY)",0
2011,1,,24,FrRnd,24,Rays via Red Sox,Y,"$1,600,000 ",*Taylor Guerrieri(minors),RHP,0.2,2.0,0.0,0.0,,,29.0,0.0,0.0,5.5,1.69,0.0,HS,"Spring Valley HS (Columbia, SC)",1
2011,1,,25,FrRnd,25,Padres,Y,"$2,750,000 ",Joe Ross(minors),RHP,4.9,110.0,157.0,0.0,0.185,0.434,98.0,26.0,28.0,4.26,1.33,0.0,HS,"Bishop O'Dowd HS (Oakland, CA)",0
2011,1,,26,FrRnd,26,Red Sox via Rangers,Y,"$2,500,000 ",*Blake Swihart(minors),C,-0.3,234.0,639.0,12.0,0.243,0.656,,,,,,,HS,"V Sue Cleveland HS (Rio Rancho, NM)",0
2011,1,,27,FrRnd,27,Reds,Y,"$2,000,000 ",Robert Stephenson(minors),RHP,-0.4,137.0,36.0,0.0,0.028,0.082,179.0,12.0,15.0,4.94,1.45,2.0,HS,"Alhambra HS (Martinez, CA)",0
2011,1,,28,FrRnd,28,Braves,Y,"$1,134,000 ",Sean Gilmartin(minors),LHP,1.1,64.0,7.0,0.0,0.429,1.0,81.0,4.0,5.0,4.34,1.42,0.0,4Yr,"Florida State University (Tallahassee, FL)",0
2011,1,,29,FrRnd,29,Giants,Y,"$1,116,000 ",Joe Panik(minors),SS,5.4,818.0,2778.0,42.0,0.264,0.7,,,,,,,4Yr,"St. John's University (Queens, NY)",0
2011,1,,30,FrRnd,30,Twins,Y,"$1,175,000 ",Levi Michael(minors),SS,,,,,,,,,,,,,4Yr,"University of North Carolina at Chapel Hill (Chapel Hill, NC)",0
2011,1,,31,FrRnd,31,Rays via Yankees,Y,"$1,150,000 ",*Mikie Mahtook(minors),OF,0.3,291.0,884.0,33.0,0.235,0.697,,,,,,,4Yr,"Louisiana State University (Baton Rouge, LA)",1
2011,1,,32,FrRnd,32,Rays,Y,"$963,000 ",Jake Hager(minors),SS,-0.1,42.0,76.0,0.0,0.197,0.531,3.0,0.0,0.0,7.71,1.29,0.0,HS,"Sierra Vista HS (Las Vegas, NV)",1
2011,1,,33,FrRnd,33,Rangers via Phillies,Y,"$936,000 ",*Kevin Matthews(minors),LHP,,,,,,,,,,,,,HS,"Richmond Hill HS (Richmond Hill, GA)",1
2011,1s,,34,FrRnd,34,Nationals,Y,"$3,000,000 ",*Brian Goodwin(minors),OF,1.5,429.0,1244.0,50.0,0.244,0.757,,,,,,,4Yr,"Miami Dade College, Kendall Campus (Miami, FL)",0
2011,1s,,35,FrRnd,35,Blue Jays,Y,"$990,000 ",*Jacob Anderson(minors),OF,,,,,,,,,,,,,HS,"Chino HS (Chino, CA)",0
2011,1s,,36,FrRnd,36,Red Sox,Y,"$1,550,000 ",*Henry Owens(minors),LHP,0.1,1.0,2.0,0.0,0.0,0.0,16.0,4.0,6.0,5.19,1.52,0.0,HS,"Edison HS (Huntington Beach, CA)",0
2011,1s,,37,FrRnd,37,Rangers,Y,"$873,000 ",*Zach Cone(minors),OF,,,,,,,,,,,,,4Yr,"University of Georgia (Athens, GA)",1
2011,1s,,38,FrRnd,38,Rays,Y,"$860,000 ",*Brandon Martin(minors),SS,,,,,,,,,,,,,HS,"Santiago HS (Corona, CA)",1
2011,1s,,39,FrRnd,39,Phillies,Y,"$1,000,000 ",*Larry Greene(minors),OF,,,,,,,,,,,,,HS,"Berrien County HS (Nashville, GA)",1
2011,1s,,40,FrRnd,40,Red Sox,Y,"$1,100,000 ",*Jackie Bradley Jr.(minors),OF,17.4,1080.0,3507.0,105.0,0.229,0.697,,,,,,,4Yr,"University of South Carolina (Columbia, SC)",0
2011,1s,,41,FrRnd,41,Rays,Y,"$1,500,000 ",*Tyler Goeddel(minors),3B,-1.2,92.0,213.0,4.0,0.193,0.549,,,,,,,HS,"St. Francis HS (Mountain View, CA)",1
2011,1s,,42,FrRnd,42,Rays,Y,"$650,000 ",*Jeff Ames(minors),RHP,,,,,,,,,,,,,JC,"Lower Columbia College (Longview, WA)",1
2011,1s,,43,FrRnd,43,Diamondbacks,Y,"$875,000 ",*Andrew Chafin(minors),LHP,7.2,347.0,5.0,0.0,0.2,0.4,441.0,12.0,18.0,3.25,1.22,9.0,4Yr,"Kent State University (Kent, OH)",1
2011,1s,,44,FrRnd,44,Mets,Y,"$937,500 ",*Michael Fulmer(minors),RHP,12.7,11.0,13.0,0.0,0.0,0.0,168.0,31.0,41.0,3.85,1.23,15.0,HS,"Deer Creek HS (Edmond, OK)",0
2011,1s,,45,FrRnd,45,Rockies,Y,"$915,000 ",*Trevor Story(minors),SS,28.9,820.0,3107.0,172.0,0.268,0.85,,,,,,,HS,"Irving HS (Irving, TX)",0
2011,1s,,46,FrRnd,46,Blue Jays,Y,"$500,000 ",*Joe Musgrove(minors),RHP,10.0,104.0,138.0,0.0,0.145,0.358,154.0,48.0,49.0,3.81,1.16,2.0,HS,"Grossmont HS (La Mesa, CA)",0
2011,1s,,47,FrRnd,47,White Sox,Y,"$795,000 ",*Keenyn Walker(minors),OF,,,,,,,,,,,,,JC,"Central Arizona College (Coolidge, AZ)",0
2011,1s,,48,FrRnd,48,Padres,Y,"$718,000 ",*Michael Kelly(minors),RHP,0.1,0.0,0.0,,,,2.0,0.0,0.0,0.0,0.5,0.0,HS,"West Boca Raton Community HS (Boca Raton, FL)",0
2011,1s,,49,FrRnd,49,Giants,Y,"$900,000 ",*Kyle Crick(minors),RHP,1.6,162.0,0.0,0.0,,,194.0,9.0,11.0,3.56,1.32,2.0,HS,"Sherman HS (Sherman, TX)",0
2011,1s,,50,FrRnd,50,Twins,Y,"$1,050,000 ",*Travis Harrison(minors),3B,,,,,,,,,,,,,HS,"Tustin HS (Tustin, CA)",0
2011,1s,,51,FrRnd,51,Yankees,Y,"$750,000 ",*Dante Bichette(minors),3B,,,,,,,,,,,,,HS,"Orangewood Christian HS (Maitland, FL)",1
2011,1s,,52,FrRnd,52,Rays,Y,"$684,000 ",*Blake Snell(minors),LHP,12.7,31.0,42.0,0.0,0.095,0.269,143.0,49.0,41.0,3.51,1.26,0.0,HS,"Shorewood HS (Shoreline, WA)",1
2011,1s,,53,FrRnd,53,Blue Jays,Y,"$800,000 ",*Dwight Smith Jr.(minors),OF,-0.8,169.0,512.0,17.0,0.248,0.726,,,,,,,HS,"McIntosh HS (Peachtree City, GA)",0
2011,1s,,54,FrRnd,54,Padres,N,,*Brett Austin(minors),C,,,,,,,,,,,,,HS,"Providence HS (Charlotte, NC)",0
2011,1s,,55,FrRnd,55,Twins,Y,"$1,000,000 ",*Hudson Boyd(minors),RHP,,,,,,,,,,,,,HS,"Bishop Verot HS (Fort Myers, FL)",0
2011,1s,,56,FrRnd,56,Rays,Y,"$625,000 ",*Kes Carter(minors),OF,,,,,,,,,,,,,4Yr,"Western Kentucky University (Bowling Green, KY)",1
2011,1s,,57,FrRnd,57,Blue Jays,Y,"$1,650,000 ",*Kevin Comer(minors),RHP,,,,,,,,,,,,,HS,"Seneca HS (Tabernacle, NJ)",0
2011,1s,,58,FrRnd,58,Padres,Y,"$624,600 ",*Jace Peterson(minors),SS,3.6,700.0,1925.0,35.0,0.232,0.668,3.0,0.0,0.0,18.0,3.67,0.0,4Yr,"McNeese State University (Lake Charles, LA)",0
2011,1s,,59,FrRnd,59,Rays,Y,"$370,000 ",*Grayson Garvin(minors),LHP,,,,,,,,,,,,,4Yr,"Vanderbilt University (Nashville, TN)",1
2011,1s,,60,FrRnd,60,Rays,Y,"$490,000 ",*James Harris(minors),OF,,,,,,,,,,,,,HS,"Oakland Technical HS (Oakland, CA)",1
2012,1,,1,FrRnd,1,Astros,Y,"$4,800,000 ",Carlos Correa(minors),SS,36.0,812.0,3054.0,142.0,0.278,0.836,,,,,,,HS,"Puerto Rico Baseball Academy (Gurabo, Puerto Rico)",0
2012,1,,2,FrRnd,2,Twins,Y,"$6,000,000 ",Byron Buxton(minors),OF,18.9,555.0,1845.0,92.0,0.246,0.775,,,,,,,HS,"Appling County HS (Baxley, GA)",0
2012,1,,3,FrRnd,3,Mariners,Y,"$4,000,000 ",Mike Zunino(minors),C,10.1,850.0,2674.0,146.0,0.2,0.681,,,,,,,4Yr,"University of Florida (Gainesville, FL)",0
2012,1,,4,FrRnd,4,Orioles,Y,"$4,320,000 ",Kevin Gausman(minors),RHP,18.1,81.0,110.0,0.0,0.109,0.27,252.0,70.0,78.0,3.94,1.28,0.0,4Yr,"Louisiana State University (Baton Rouge, LA)",1
2012,1,,5,FrRnd,5,Royals,Y,"$3,000,000 ",Kyle Zimmer(minors),RHP,0.0,4.0,0.0,0.0,,,83.0,5.0,2.0,5.19,1.54,2.0,4Yr,"University of San Francisco (San Francisco, CA)",0
2012,1,,6,FrRnd,6,Cubs,Y,"$3,900,000 ",Albert Almora(minors),OF,2.7,580.0,1429.0,33.0,0.264,0.69,1.0,0.0,0.0,27.0,2.0,0.0,HS,"Mater Academy Charter School (Hialeah, FL)",0
2012,1,,7,FrRnd,7,Padres,Y,"$3,000,000 ",Max Fried(minors),LHP,15.9,93.0,126.0,0.0,0.214,0.542,111.0,48.0,20.0,3.22,1.19,0.0,HS,"Harvard-Westlake HS (Los Angeles, CA)",0
2012,1,,8,FrRnd,8,Pirates,N,,Mark Appel(minors),RHP,0.1,0.0,0.0,,,,2.0,0.0,0.0,0.0,0.5,0.0,4Yr,"Stanford University (Palo Alto, CA)",0
2012,1,,9,FrRnd,9,Marlins,Y,"$2,600,000 ",Andrew Heaney(minors),LHP,6.4,15.0,24.0,0.0,0.125,0.285,124.0,33.0,38.0,4.63,1.25,0.0,4Yr,"Oklahoma State University (Stillwater, OK)",0
2012,1,,10,FrRnd,10,Rockies,Y,"$2,600,000 ",David Dahl(minors),OF,0.6,327.0,1143.0,42.0,0.272,0.781,,,,,,,HS,"Oak Mountain HS (Birmingham, AL)",0
2012,1,,11,FrRnd,11,Athletics,Y,"$2,625,000 ",Addison Russell(minors),SS,11.3,615.0,1987.0,60.0,0.242,0.704,,,,,,,HS,"Pace HS (Pace, FL)",1
2012,1,,12,FrRnd,12,Mets,Y,"$2,300,000 ",Gavin Cecchini(minors),SS,-0.5,36.0,83.0,1.0,0.217,0.571,,,,,,,HS,"Alfred M. Barbe HS (Lake Charles, LA)",0
2012,1,,13,FrRnd,13,White Sox,Y,"$2,475,000 ",Courtney Hawkins(minors),OF,,,,,,,,,,,,,HS,"Mary Carroll HS (Corpus Christi, TX)",0
2012,1,,14,FrRnd,14,Reds,Y,"$2,000,000 ",Nick Travieso(minors),RHP,,,,,,,,,,,,,HS,"Archbishop McCarthy HS (Southwest Ranches, FL)",1
2012,1,,15,FrRnd,15,Indians,Y,"$1,750,000 ",Tyler Naquin(minors),OF,4.0,491.0,1487.0,55.0,0.271,0.779,,,,,,,4Yr,"Texas A&M University (College Station, TX)",0
2012,1,,16,FrRnd,16,Nationals,Y,"$2,925,000 ",Lucas Giolito(minors),RHP,10.4,13.0,18.0,0.0,0.167,0.333,131.0,47.0,42.0,4.26,1.22,0.0,HS,"Harvard-Westlake HS (Los Angeles, CA)",1
2012,1,,17,FrRnd,17,Blue Jays,Y,"$1,750,000 ",D.J. Davis(minors),OF,,,,,,,,,,,,,HS,"Stone County HS (Wiggins, MS)",0
2012,1,,18,FrRnd,18,Dodgers,Y,"$2,350,000 ",Corey Seager(minors),SS,22.9,712.0,2719.0,119.0,0.289,0.853,,,,,,,HS,"Northwest Cabarrus HS (Concord, NC)",0
2012,1,,19,FrRnd,19,Cardinals via Angels,Y,"$1,900,000 ",*Michael Wacha(minors),RHP,9.4,159.0,251.0,0.0,0.092,0.222,215.0,69.0,49.0,4.05,1.32,0.0,4Yr,"Texas A&M University (College Station, TX)",1
2012,1,,20,FrRnd,20,Giants,Y,"$1,850,000 ",Chris Stratton(minors),RHP,1.0,138.0,64.0,0.0,0.125,0.264,211.0,29.0,23.0,4.6,1.45,11.0,4Yr,"Mississippi State University (Mississippi State, MS)",1
