Year,Rnd,DT,OvPck,FrRnd,RdPck,Tm,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G,W,L,ERA,WHIP,SV,Type,Drafted Out of,Team Made Playoffs
2003,1,,1,FrRnd,1,Devil Rays,Y,"$3,700,000 ",Delmon Young (minors),OF,3.2,1118,4108,109,0.283,0.737,,,,,,,HS,"Adolfo Camarillo HS (Camarillo, CA)",0
2003,1,,2,FrRnd,2,Brewers,Y,"$3,600,000 ",Rickie Weeks (minors),2B,11.5,1324,4417,161,0.246,0.764,,,,,,,4Yr,"Southern University and A&M College (Baton Rouge, LA)",0
2003,1,,3,FrRnd,3,Tigers,Y,"$3,350,000 ",Kyle Sleeth (minors),RHP,,,,,,,,,,,,,4Yr,"Wake Forest University (Winston-Salem, NC)",0
2003,1,,4,FrRnd,4,Padres,Y,"$750,000 ",Tim Stauffer (minors),RHP,3.8,183,140,0,0.15,0.35,201,33,34,3.97,1.33,0,4Yr,"University of Richmond (Richmond, VA)",0
2003,1,,5,FrRnd,5,Royals,Y,"$2,100,000 ",Chris Lubanski (minors),OF,,,,,,,,,,,,,HS,"Kennedy-Kenrick Catholic HS (Norristown, PA)",0
2003,1,,6,FrRnd,6,Cubs,Y,"$2,400,000 ",Ryan Harvey (minors),OF,,,,,,,,,,,,,HS,"Dunedin HS (Dunedin, FL)",1
2003,1,,7,FrRnd,7,Orioles,Y,"$1,850,000 ",Nick Markakis (minors),OF,33.6,2154,8302,189,0.288,0.781,,,,,,,JC,"Young Harris College (Young Harris, GA)",0
2003,1,,8,FrRnd,8,Pirates,Y,"$2,200,000 ",Paul Maholm (minors),LHP,11.9,259,478,2,0.109,0.281,273,77,100,4.3,1.4,0,4Yr,"Mississippi State University (Mississippi State, MS)",0
2003,1,,9,FrRnd,9,Rangers,Y,"$2,100,000 ",John Danks (minors),LHP,20.2,11,24,0,0.083,0.203,247,79,104,4.38,1.35,0,HS,"Round Rock HS (Round Rock, TX)",0
2003,1,,10,FrRnd,10,Rockies,Y,"$1,950,000 ",Ian Stewart (minors),3B,3.3,511,1489,61,0.229,0.73,,,,,,,HS,"La Quinta HS (Westminster, CA)",0
2003,1,,11,FrRnd,11,Indians,Y,"$2,010,000 ",Michael Aubrey (minors),1B,0.2,46,135,6,0.259,0.755,,,,,,,4Yr,"Tulane University (New Orleans, LA)",0
